prodName,category,description
파울루 벤투,구기,"선수 시리즈 열 번째 주인공은 우리에게 너무 친숙한 지도자, 무려 4년이 넘는 시간 동안 한국 선수들과 함께 호흡을 맞춘 파울루 벤투다. 기대와 환영보다는 우려와 의문 속에서 한국에 들어왔지만, 마지막 순간에는 최고의 감독이 되어 큰 박수를 받으며 떠난 벤투, 그의 이야기를 들어본다."
과부하시대 - 당신은 게으른 게 아니라 진심으로 지쳤을 뿐이다,성공,"개인의 행복과 사회 정의가 끈끈히 연결돼 있는 만큼, 《과부하시대》는 사회 진단을 넘어 개인이 과부하를 덜기 위해 ‘당장 할 수 있는’ 다양한 선택지를 처방한다. 온통 상처에 신경을 뺏길 것 같을 땐 하늘을 한번 올려다보거나 옷차림을 고르거나 물병을 채우는 작은 일에 관심을 돌리고 집중해보자."
조셉 머피 끌어당김의 기적 - 우주 에너지를 극한으로 사용하는 15가지 법칙,성공,잠재의식을 움직이는 근원을 믿음으로 보고 주기적이고 체계적인 기도를 통해 마음의 품격을 올리는 방법을 알려준다. 조셉 머피가 40년 이상 연구해온 잠재의식에 관한 통찰을 모두 담은 이 시리즈는 21세기의 감성을 반영한 최신 개정판으로서 번역부터 편집까지 1년 이상 공들여 만든 국내 최초의 번역본이다.
Conte D'Automne 꽁트 도톤느 - 프랑스어로 가을 이야기,한국에세이,"제주의 일 년, 제주 사계 연작 중 네 번째 이야기인 '가을 이야기'라는 이름의 에세이다. 2020년 11월 한 달의 여정으로 머문 제주에서 1년의 집을 구하고 2021년 1월 1일부터 12월 31일까지 1년, 사계를 보냈다."
마이클 햄튼의 인체 드로잉 - 아나토미 & 인체 도형화,미술,인체 드로잉에서 오랫동안 최고 강의자로 이름을 날린 마이클 햄튼의 지식과 기법이 농축된 집약체다. 마이클 햄튼은 미국의 기업체와 칼리지에서 강의를 이어 오며 인체를 도형과 선으로 단순화하여 쉽게 그려 내는 방법을 통해 실력을 인정받았다.
코지마,세계의 소설,"그라치아의 마지막 작픔으로, 사후에 발견되었다. 그녀가 사망하고 한 달 후에 안토니오 발디니가 편집해서 문학잡지에서 실렸고 그 다음해에 단행본으로 출판되었다."
인간 생리학 5부작 세트 - 전5권,인문 비평,"『기자 생리학』, 『공무원 생리학』, 『부르주아 생리학』, 『의사 생리학』, 『산책자 생리학』으로 이뤄진 프랑스 생리학 5부작은 발칙하고 대담한 상상력으로 격변기 프랑스에 명멸한 인간 군상과 사회현상, 직업군을 현미경으로 들여다보듯 세밀하게 묘사했다."
일터의 설계자들,기업 경영,"“행복한 구성원이 좋은 서비스를 만든다”는 창업자의 특별한 철학 아래 탄생한 이 이상하고 다정한 조직은 ‘접점’ ‘소통’ ‘제거’ ‘전략’ ‘존중’이라는 다섯 가지 전략을 펼친다. 전사 행사로 직원들을 몰입하게 하는 법부터 밥 한 끼로 유대감을 쌓는 노하우까지, 피플실이 100대 기업들을 컨설팅하며 얻은 생생한 빅데이터가 빼곡히 수록되어 있다."
"안녕, 삐삐 롱스타킹",한국에세이,"어릴 적 우상 '삐삐'의 나라 스웨덴에 방문한 동화 작가가 삐삐를 추억하며, 또 삐삐가 떠올린 것들을 '삐삐의 말'과 함께 엮은 에세이. 우연히 인터넷으로 다시 보게 된 &lt;말괄량이 삐삐&gt; 그 시절 소녀를 불러내다."
크레모나 바이올린 기행,음악,영국에서 태어났지만 이탈리아를 너무나도 사랑한 작가 헬레나 애틀리는 16세기 중반에 탄생한 이 작고 완벽한 악기가 들려주는 이야기를 따라 바이올린을 둘러싼 역사를 탐구하여 &lt;크레모나 바이올린 기행&gt;에 담았다.
깃털 달린 여행자,동물과 식물,"새들이 계절에 따라 주기적으로, 혹은 어떤 이유에서든 비정기적으로 보여주는 독특한 이주 행동만큼 매력적인 비행은 없을 것이다. 이주(migration, 이 책의 원제)는 그저 움직임이 아니라 엄청난 거리의 지리적 이동을 내포한다. 이 책은 새들이 어떻게 그 위대한 여정을 완수해내는지를 전한다."
기타리스트 정성하 9집 공식 악보집 : Poetry (스프링),음악,"핑거스타일 기타리스트 정성하의 9집 공식 악보집이다. 악보 보기에 편한 스프링 제본으로, 정성하 정규 9집 [Poetry]의 12곡 전곡이 수록되어 있다. 전곡에 기타리스트 정성하의 일부 뮤직비디오 QR코드가 삽입되어 있다."
상사뱀 메소드,액션/스릴러소설,"안전가옥 오리지널 22권. 정이담 장편소설. 시나리오의 구조, 로맨틱 스릴러의 외피를 두른 소설로, 리허설 없는 삶이라는 무대에서 배우로 활동하는 미옥의 즉흥적이고 돌발적인 행위, 그리고 이를 이끌어내는 내면세계를 집요하게 비춘다."
테스카틀리포카,추리/미스터리소설,"멕시코의 카르텔을 지배하던 마약 밀매상 ‘발미로 카사솔라’는 은신 중이던 인도네시아 자카르타에서 일본인 천재 심장외과의 ‘스에나가’를 만나고, 두 사람은 새로운 장기 밀매 비즈니스를 실현하기 위해 일본으로 향한다."
돈은 좋지만 재테크는 겁나는 너에게 - 혼자서는 막막한 20대에게 뿅글이가 알려주는 돈을 다루고 불리는 비밀,재테크/투자,"재테크에 관한 진정성 있는 따뜻한 조언으로 Z세대의 마음을 사로잡은 유튜브 크리에이터 뿅글이. 다양한 재테크 노하우와 뿅글이의 성장 이야기를 담은 첫 책이 드디어 출간되었다. 뿅글이 채널의 영상에는 “뿅글님 영상은 늘 배울 게 많아요”, “항상 좋은 자극 많이 받고 가네요”라는 댓글들로 가득하다."
"오늘의 벌꿀, 내일의 나",일본소설,미도리는 중학생 때 괴롭힘을 당했던 경험이 있어서 성인이 된 지금도 알게 모르게 영향을 받고 있다. 그리고 오래된 연인 안자이에게 늘 지켜보고 보듬어 주는 역할을 한다. 안자이의 고향 마을에 와서 미도리는 점점 주체적이고 독립적이며 진취적인 모습으로 성장해 간다.
하버드식 호흡의 기술 - 스트레스를 가볍게 뛰어넘는 최고의 호흡법,건강정보,"스트레스 해소에 가장 효과적인 호흡의 기술을 소개한다. 컨디션을 최상으로 끌어올리는 100가지 행동 비결도 함께 담았다. 간단하고 단순하지만, 사람의 생리적 메커니즘에 맞춘 과학적 근거를 바탕으로 삼은 행동들만 제시했다."
"죽음의 키보드 - 법의학의 성지, 독일 최고의 전문가가 들려주는 강력범죄의 세계",사회문제,저자 미하엘 초코스는 서문에서부터 그보다 더 넓은 법의학의 세계를 보여주겠노라 선언한다. 이 세계에서 법의학자들은 산 자와 죽은 자의 목소리를 오가며 감춰진 진실을 밝히고 엇갈린 상황을 바로잡는다.
"뇌를 바꾼 공학, 공학을 바꾼 뇌 - 뇌공학의 현재와 미래, 개정판",뇌과학,"세계적인 뇌공학자 임창환 교수의 『뇌를 바꾼 공학, 공학을 바꾼 뇌』가 개정판으로 돌아왔다. 이번 개정판에서 임창환 교수는 뇌공학의 최신 연구 결과를 업데이트하며 이를 통해 뇌에 얽힌 수많은 이야기를 풀어낸다."
태양빛을 먹고 사는 지구에서 살아남으려고 눈을 진화시켰습니다 - 다양한 지구 생물의 신기한 눈 이야기,기초과학/교양과학,어쩌면 자연에서 가장 복잡하고 중요한 주제 중 하나인 인간과 동물의 눈을 종횡무진으로 살펴본다. 이 책은 우리에게 언제나 중요했고 앞으로도 그럴 수밖에 없는 눈과 시각을 흥미롭게 이야기한다.
"응답하라 반송중 - 다행복학교, 7년의 기록",교육학,다행복학교인 반송중학교에서 있었던 지난 시간과 앞으로의 방향에 대한 고민을 담아내기 위해 시작한 작업의 결과물이다.
"짧은 휴가 - 아는 사람도, 어떤 전제도 없는 시간들의 기록",한국에세이,"&lt;에스콰이어&gt; 피처 에디터 오성윤의 첫 책. &lt;론리 플래닛&gt;에서 일을 시작했고, 익명의 여행 블로그를 운영하며, 필름카메라로 여행 사진을 제법 그럴듯하게 찍으면서도 SNS에 뽐내기를 꺼려 하고, 바에서 여행수첩을 끄적이며, 그럴 때면 필시 말을 걸어오는 누군가와 기다렸다는 듯 이야기를 나누는, 오성윤 작가는 우리가 처음 만나는 스타일리스트다."
짐멜의 갈등론 - 갈등에 대한 사회학 논쟁,사회학,"짐멜은 갈등을 사회관계, 상호작용의 중심에 놓는다. 그러나 짐멜이 보는 갈등은 여느 갈등이론과도 사뭇 다르다. 이른바 갈등이론의 고전적 원류인 마르크스는 사회발전의 결과이자 원인으로 보고 사회진보의 원동력으로 간주한다."
파워 오브 펀 - 살아 있음을 느끼게 하는 재미의 재발견,성공,"진정한 재미란 무엇인지 정의 내린 후, 최근에 진정한 재미를 느꼈던 순간을 떠올리는 게 왜 어려운지, 다시 말해 내면이 죽은 듯한 느낌이 드는 이유는 무엇 때문인지 생각해본다. 그리고 절망의 문턱까지 내려갔던 기분이 방향을 선회해서 진정한 재미를 느끼는 순간, 장기적으로 정서적·육체적 건강과 삶의 풍요로움에까지 어떤 영향을 미치는지 과학적으로 알아본다."
[큰글자책] 조선에서 백수로 살기 - ‘청년 연암’에게 배우는 포스트 코로나 시대를 사는 법,사회문제,"고전평론가 고미숙이 오늘날 청년 백수의 삶과 18세기 조선 시대 연암 박지원의 청년 시기 삶과 사유를 교차시키며 풀어 내는 인문학적 백수론. 백수는 단순히 ‘노는 사람’이 아니라, 노는 동시에 배우는 사람이며, 배우는 게 즐겁다는 것을 아는 사람이다."
나는 해낼 수 있다,성공,"보도 섀퍼가 자신의 인생을 토대로 쓴 책으로, 저자의 인생과 그의 성공으로부터 배울 수 있는 교훈이 고스란히 녹아 들어가 있다. 평범한 인생을 살던 주인공 ‘카를’이 어느 날 일어난 자동차 사고를 계기로 장차 자신의 둘도 없는 멘토가 될 ‘마크’를 만나며 시작되는 이 책은 스토리텔링 형식으로 메시지를 전달해 가독성을 높이고 색다른 독서경험을 제공한다."
방울이TV 딸랑예술학교 3,TV/만화/영화,"'딸랑예술학교', '딸랑공감학교'의 진짜 재미있는 이야기만 쏙쏙 뽑아 만든 세 번째 코믹북. 방울이, 조이서, 김또라, 매석두, 김낚시, 박피티, 물미역 선생님까지. 딸랑예술학교의 모든 캐릭터가 총출동하여, 유튜브 채널에서 못다 한 이야기를 배꼽 빠지는 코믹 만화로 보여 준다."
감정 관리도 실력입니다 - 상황을 이해하고 태도를 결정하는,인간관계,"《감정을 다스리는 사람 감정에 휘둘리는 사람》을 통해 감정을 현명히 돌보는 법을 전달한 감정 코칭 전문가 함규정은 이번 개정판에서 현대인들의 새로운 고민과 문제점을 담아냈다. 가치관도 사고방식도 다른 새로운 세대와 어떻게 일하는 것이 좋을지, 번아웃을 겪기 전에 어떻게 예방하면 좋을지 등 지금의 독자들에게 꼭 필요한 내용이 추가되었다."
어둠의 미술 - 무섭고 기괴하며 섬뜩한 시각 자료집,미술,"선과 악은 공존할 때 비로소 각각의 가치를 가지며, 하나가 없이는 다른 하나도 없다. 저자는 끔찍한 악몽, 피할 수 없는 죽음, 적막한 폐허, 으스스한 유령, 신비로운 마법을 담은 그림 150여 점을 한데 모아 독자에게 선사한다."
우리 함께 있어,그림책,"작은 새는 아직 나는 게 서툴러 나뭇가지로 쿵 떨어진다. 그 모습을 친구가 보고 다가와 괜찮냐고 물었다. 작은 새는 제 모습이 부끄러워서, 자신이 개미였다면 부끄러울 때 숨을 수 있으니 좋을 거라고 말한다. 그 말에 친구는 작은 개미가 되면 어떻게 널 찾을 수 있겠냐고 위로하는데…."
"라마 씨, 퇴사하고 뭐 하게?",사진/그림 에세이,많은 여행자의 로망인 페루. 페루에서도 최근 마추픽추보다 더 인기 있다는 무지개산. 책의 주인공 라마는 이 무지개산에서 관광객들과 함께 사진을 찍는 일을 하는 평범한 직장 생물이었다. 어느 날 라마는 드디어 사표를 내고 여행을 떠난다.
마음을 걷다 - 고통에 대해서 어떻게 말할 것인가,심리학/정신분석학,정신장애인의 인권 옹호를 위한 대안언론 〈마인드포스트〉에 2018년부터 2022년까지 정신장애와 관련하여 저자가 만난 100여 명 가운데 21명과의 인터뷰를 선별했다.
수학 잘하는 아이는 외우지 않습니다 - 만점 체질 아이로 만드는 초등 수학 공부법,교육/학습,"초등학교 1~6학년까지 반드시 알아야 하는 수학 원리를 짚는 한편, 초등 수학 심화문제에 대비할 수 있는 수학 리포트 작성법(요점노트, 오답노트, 어휘사전노트)을 알려주며 수학 문해력을 키울 실전적인 방법들을 소개한다."
